,text,AG
3273, < cuando porque poco más puede hacer maldita zorra tetona no mereces el apellido bathory,1
3274,la gabacha no querrá ver algo británico ni a  kilómetros,0
3275,que despues de la negra de origen arabe que entro en mi casa en d de  non tiene perdon ni efimeros las miserables,0
3276,han puesto un centro para acoger a inmigrantes en mi pueblo y me he apuntado como voluntaria voy mañana y la verdad es que estoy nerviosa,0
3277,¡¡ más igualdad de género y genera menos y más  httpstcoaobbztria,0
3278, jajajajaja tu eres loco luis nunca en la puta vida,0
3279, tú eres perra y borracha,1
3280,por mucho maquillaje político que se apliquen al final no hay otro psoe que  la próxima vez que votes recuerda httpstconhaudvrsz,0
3281, a ver con franco eso no pasaba porque en lugar de curarte si al medico de turno además de su sueldo no le pagabas la consulta te dejaba morir de pulmonía y el año que siguiente ya no te volvías a ,0
3282,si llamas “así” a tu mujer es normal que pase de tu puta cara y si encima te enfadas tú tienes un problema bastante gordo pobre mujer ,0
3283,y vosotros por qué habéis saltado la valla de melilla pues hemos oído que era un coladero de indeseables y pallá que hemos ido httpstcokvtgfebxh,1
3284,cepeda eres la puta viuda negra y llegarás a la final quitándole el puesto otro que se lo merezca más ,0
3285, soy pejezombie animal si soy el lider de los pendejos y tu eres mi perra eso que te hace a tí ,1
3286,hoy casi se cumple el sueño de todos pero lamentablemente no pasó nada  chamo tantos árabes que hay en esta vaina y ninguno que se explote en miraflores,1
3287,adán canta que su novia es del 'y es una puta más' httpstcowyeyhcnbx httpstcoirrtph,1
3288, si no tuviéramos probabilidades de ser víctimas de acoso y violación no tendríamos miedo es un atentado contra la libertad de la mujer para hacer lo que quiera sin tener que tener miedo de que alguien pueda violarla,0
3289, jajaja maldita si tú eres la más perra,1
3290,le estoy enseñando a árabes decir “pinche puta” en que momento me volví la mexicana que prometí jamás ser ‍,0
3291,candidato cd desarrollará plan para jovenes emprendedorescomo vender aguacatescomo ser indocumentado y violar la ley como vendo platanocomo limpio parabrisas sin incubadora real de negocios con financiamientoesto traerá peleas en semaforos de los emprendedores del aguacate,1
3292,si te ponen una polla en la cara tu primer instinto es chuparla,0
3293,pregunta seria los pro vida se quejan de que en casi toda europa estados unidos canadá y una gran parte de asia son asesinos y deberían cerrar las piernas o solo nosotras no podemos tener derechos por sudacas,0
3294,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria httpstcozwsiivz,0
3295,hasta la super estrella mundialmente famosa se para a comer sus elotes a la orilla de la carretera y tu te freseas por que te invito a comer un esquite con la güera en el  httpstcoaijgvpf,0
3296,quintana ha explotado como una cucaracha que se jodan los sudacas menuda mentira de tío ,1
3297, borre ya vi la peli de mi fallout mi pregunta es quien es la güera que sale de espia cuando veas la pelicula nos platicas ok saludos,0
3298, me parece que si la foto gente ya es guarra usando los arbustos del mapa y no los de objetos ya con esto es el siguiente level para guarrear porque eres invisible y no se te oye,0
3299,bangladesh deveria realojar refugiados rohingya para um local mais seguro recomenda hrw httpstcobetrfiqsn httpstcozoblqdl,0
3300, tú eres otro ladron hijo de puta,0
3301, a ver hijo de tu puta madre ya cállate,0
3302, te merecés no tener orgasmos nunca más en tu vida hijo de puta,0
3303, callate gil sali a laburar trollo en tu puta vida moviste un dedo,0
3304, tú puedes rangu si pudiste con la zorra de dahlia podrás con esta tú eres el phoniex de la vida real,1
3305,hasta cuando debemos aguantar el abuso d inmigrantes q no respetan leyes y están ilegales en menos a nuestros estos deben ser expulsados y jamás regresar httpstcomzkfxgipg,1
3306,más de  inmigrantes entran en ceuta tras saltar la valla guardias civiles heridos varios por cal viva esta salvajada es un atentado contra la autoridad y las fuerzas del orden y se va a permitir que salgan de rositas porque son onmigrantes ilegales ¡¡deportacion yaaaa,1
3307,porque mierda no se mueren hijos de putamicaela se lo merecía más que todos los fracasados esos,0
3308, callate vos zorra,1
3309, yo no me quedaría callada six acoso sexual  lo haría de inmediato no esperaría como tod estas gente hablar después de tantos años,0
3310, callate si igual no las decís fuera mitad de año o estas fechas zorra,1
3311,edgar tapia buen compa nos conocemos desde prepa llevamos tocando en la misma banda como  años se acaba de enterar que no soy gabacha httpstcozhiwuag,0
3312,güera ya se fue y molly la anda busque y busque por la casa mi corazón no es tan fuerte amix httpstcoibetaghngl,0
3313,y mas verguenzas de estos negratas manteros httpstcojonatjdi,1
3314,salir con mi novia es solo para que una que otra zorra se me cargue en frente osea hola tiene novia respeta lpm me hierve la cabeza ,1
3315,el curioso caso del hombre que solo ve machismo si el acusado es un árabe,0
3316, cállate hoy la puta que te pario deja  día sin malas noticias  día de paz la recalcada concha de tu madre,0
3317, cállate la puta boca y feliz navidad amiga <<<<<<,0
3318,el gobierno ficha a amparo gonzález experta en migraciones que cree que recibir a  africanos en patera es poco no hay un problema en nuestra frontera deberíamos poner más recursos para recibir a más inmigrantes sacad conclusiones httpstcodtbimevow,0
3319,vamo y la puta madre por fin algo justo mica merecía estar entre los seis mejores hoy bailo mejor que todos vamos por el campeonato ahora la puta madre que felicidad gracias diosito me calme httpstcofwozugvl,0
3320,un turista herido tras la agresión de unos manteros en barcelona esto es lo que viene con los inmigrantes subsaharianos varones muchos de ellos ex soldados con violaciones y asesinatos a sus espaldas httpstcosjmccwr vía ,1
3321,fav si eres bien puta para meterte al nuevo grupo de dm que crearé donde nos enseñaras las tetas guarra desgrac,1
3322, mi polla en tu culo,0
3323,primero sacab de la convocatoria del er equipo a duque y ángelo ahora ni a la sub  van y del güero díaz ni hablamos  delanteros borrados en atlas qué pasará sí octavio rivero no funciona httpstcoihpyfaxd,0
3324, que coño que vivan las putas libres,0
3325, callate la puta boca de rubio que tienes,0
3326, porque tú eres más perra todavía ,1
3327,porque los gallos no tienen manos porque las gallinas no tienen tetas,0
3328, callate tu  patty es una puta y siemrpe lo sera,1
3329, ni puta idea de la que hablas,0
3330, mejor escúpeme en la cara maldita escoria,0
3331, chantajea a españa pide  millones de euros para frenar la entrada masiva de moromierdas y no es la primera vez zapatero ya pagó una vez y el imbecil de ⁦⁦ lo volverá hacer httpstcovlyxlnsj,1
3332, hijo de puta muerete asqueroso no te mereces esa mierda,0
3333,que hueva que hables de la gente asi si tu eres mas puta,1
3334,pinche zorra  porque tu eres puto httpstcowshhejm,1
3335,sabedlo desde ya invasores inmigrantes catalufos y marxistas culturales podemitas esto es españa y no permitiremos que nos destruyan nuestra democracia httpstcopstpcgcav,1
3336, hija de putachorra conchuda te mereces la pena de muertee,1
3337,ooounarabe,0
3338, ¡¡mi novia es sevillista y es una puta más oeee  casi que prefiero procrear con la serpiente adán  ¡¡ha sido penalti eva  paraíso mis ovarios,1
3339,la esposa de mi jefe pasó de ser “la güera que seguro es bien mamona” a mi “mamá tapatía”,1
3340,¡vas´te a querer camarón seco güero  el camarón seco en proveniente de nuestras costas es un alimento de gran consumo para los chiapanecos se prepara con tomate cebolla y chile picado con un toque de limón siendo esto una exquisita botana popular,0
3341,grillo de mierda son las  de la mañana callate la puta madre hace casi  hs que no duermo hdrmp,0
3342,mucho welcome refugies y a los turistas q vienen a nuestro país dejamos q los apaleen unos sin papeles en barcelona q aún no han sido ni detenidos httpstcojnluipef,1
3343, a saber el “orden “ que pone en su casa ante su familia hijo de puta cobarde,0
3344,hoy en revista viajamos a dubái a ver qué queda de árabe en este emirato obsesionado con el futuro httpstcoqnwoqkqdwt además  hoteles que no olvidamos una expedición a los faldeos del volcán cotopaxi en ecuador y muchos más httpstcoxvobjtkx,0
3345, cállate lesbiana hija de puta que está ahí tú hijo bort,1
3346, hija de re mil puta mereces un tiro en la concha puta de mierda,1
3347,digo a y mi hermana ya esta 'callate zorra' jajajsjaaja,1
3348,vamos a ver si hay algún extremista de la mujer por aqui,0
3349,arabe de ecko y papichamp es un temazo loco quien no lo va a bailar en un boliche por favooooor,0
3350,en ese vídeo falta de fondo la canción de mi novia es más puta que la tuya ,1
3351, que te trague la tierra por zorra,1
3352,esta imbécil esta buscando piña zorra de mierda,1
3353,no llevo ni  semanas de clases y ya me están pidiendo calcular la masa del sol en árabe y con los ojos tapados ,0
3354,le dije a mi hermana que el sábado me haga una chocolina o empanadas árabes por que me merezco un premio por tener dos  en física y en biología,0
3355, pero no fue lo q quiso decir además dijo q tiene amigas q sufren acoso y q ella les dice q hablén q no se quedé callada,0
3356,cuatro bomberos en eeuu suspendidos por acoso homofóbico y tentativa de violación a un recluta httpstcovrzgkppq vía ,0
3357,en serio puede ser ésto cierto son capaces de estar asfaltando el camino hasta la valla de ceuta los socialistas no saben como dilapidar nuestro dinero httpstcosnwnqobonu,0
3358, cállate perra de twitter,1
3359, cállate ya puta belén ostia tia das asco siempre berreando,1
3360, para cenar en toluca tacos tony árabes don esteban suadero longaniza y cabeza rancheros del sur carnes y quesos,0
3361, buahse ve super lindo de verdad se lo merecían de una puta vez <,0
3362, claro porque todo lo que hace un pene esta mal y todo lo que hace un coño es maravilloso a ver si te tropiezas con todas tus generalizaciones,0
3363, se ve que estas lista para meterte unas cuantas vergas en el ocico y te llenen tu cara de zorra con mecos,1
3364,hoy he tenido que aguantar en clase a mi compañero de enfrente mirando toda la puta hora coños y tetas y enseñandoselas al de al lado en plan 'mira que hetero soy unga unga' vamos que le ha faltado pajearse niño para venir a esto a clase quédate en tu puta casa,0
3365,me gustó un video de httpstcoaruxnxbunm inmigrantes  muxaxitos  album maquinas de amor,0
3366, tiene en sus manos a  escuelas árabes para radicalizar a los jóvenes organizaciones benéficas corrupción de funcionarios públicos el objetivo es reclutar extremistas para enviar a ,1
3367, jajajajajajaja cállate perra  lo que debe ser ese video  we,1
3368, esto te mereces hija de puta httpstcomcvyyhvjg,1
3369, me hablas tu imbécil supongo que tendrás la hombría de mantener el insulto no zorra,0
3370,la puta escena en la que la asiática salva a finn pero tu eres subnormal o como va,0
3371,me enamore de un mayate,0
3372,hdp solo sudacas tenian que ser httpstcogipwnwahr,1
3373,que se queden el dinero y los inmigrantes ilegales  la ue concede  millones extra a españa para atender la llegada de inmigrantes httpstcofjaczgqqk vía ,1
3374,venga más hijos de puta de refugiados ni llevándoles a vuestra puta casa se acaba esto putos moros de mierda antes tenía algún moro por mi perfil creo que ya no queda ninguno httpstcozphqepzi,1
3375,aquí tenemos a los de open arms preparando otra historia lacrimogena sobre refugiados para que aflojemos los bolsillos y seamos mas receptivos a los flujos migrantes httpstcoioycgvgtp,1
3376, tu novia es una zorra me la folle las veces que yo quise,1
3377, si y las tonterías del sieso y la pelo polla también,0
3378,revictimización agravio extra que enfrentan las mujeres agredidas no importa si es acoso violación o httpstcoiwqeliher,0
3379,ahí está la basura q viene a europa los q asaltan la valla d ceuta y agreden a los guardias civiles los d las pateras los estos son los pobres negritos d las ayudas subvenciones y sanidad universal esta es la mierda q agrede a nuestras mujeres httpstcovaovkwpv,1
3380, hubiera sido mejor que no enseñaran nada en el trailerhubiera sido la puta ostia llegar a esa parte jugando y encontrarte con todo el percal xdddd,0
3381, yo lo que quiero es tu coño y que tú quieras mi polla,1
3382,mientras casado está en contra de la inmigración ilegal y de la invasión de nuestras fronteras sociatas y podemitas perroflautas y comunistas están encantados con que cada día entren miles de subsaharianos sanidad universal salario social,0
3383,lo de holan es increible el más que nadie se merecia esto vamos independiente la puta madre,0
3384,nel perro cállate vete a la verga voy a dirigir star wars perra' y así es como con comentarios sobre su grandiosidad trevorrow defendía the book of henry y logro conseguir a actores del calibre de naomi watts y naomi watts por qué,0
3385,españa está a la cabeza de países como destino para inmigrantes africanos por las gafas que regaló dulceida allí todos vienen a por más,0
3386,hombres de españa que no os frene el voto femenino somos más y nuestra opinión sigue contando más ¡todos a las urnas,0
3387,viendo el posado me acuerdo de los de iu de palma y demás catalufos tipo grosske que llevan  años pidiendo que se retire la bandera española de la almudaina os jodéis no se puede es un cuartel militar,0
3388,tápate las tetas pedazo de guarra  no quiero y no soy una guarra por enseñarlas sorrynotsorry httpstcobhbgombe,1
3389, que no sé si os habéis fijadoque el caso pablito”el iluminao” q no está archivadoahora que hacemos venezuela o criminalizamos inmigrantes  rápido q os pilla el toro,0
3390,salvamento marítimo ha rescatado esta mañana en el estrecho de gibraltar a  inmigrantes de origen magrebí y subsahariano entre ellos un bebé cuando intentaban alcanzar las costas españolas a bordo de doce pateras httpstcoqomioguptv,0
3391,soy un hombre descompuesto cállate perra puta y déjame explicar,1
3392,al final un iletrado sin papeles httpstconqiptgjld,1
3393,ya sé que tengo  pero parezco de  cállate y dame mi puta bolsita de dulces alv antes de que me enoje,0
3394,maldita perra represion  jodas represion la que hacen ustedes en mi pais mostrico cállate no escribas estupideces sigues picada con argentina jajaja aqui no vuelven mas nunca httpstcooufjcynzmi,1
3395,es tu castigo dormir con él y soñar conmigo cállate zorra y escucha lo que digo,1
3396,comi dos hamburguesas y un lomito árabe  creo que me sarpe ya,0
3397, puta semejante culero deja de estar jodiendo una verguiada de mereces,1
3398, cállate puta,1
3399, a mi perra me la tienen frita,0
3400,ya callate con tu puta aguila color azul pinche tabasqueña fea > ,1
3401, jajajajajajaja callate que ni labial tenias zorra  yo si,1
3402, cállate zorra déjame vivir ajajajajajaja,1
3403,entre arabe de y y el freestyle que se acaba de mandar ecko confirmamos la existencia de dios reencarnado en persona,0
3404, parece que va siendo hora de hacer algo contra estos indocumentados no la pasividad y el inmovilismo no es una opción actúen o dimitan httpstcogujutrrrr,1
3405, oye por qué no molestas a tu puta madre,0
3406, no a ti el que no vaya de tu palo somos todos escoria muy coherente todo,0
3407,me encanta el puerto por más que estés negrao te dicen güerao ,0
3408,típica respuesta de gorda httptcoevgersomc,1
3409,por que si a una mujer le pegan un tiro en la cabeza dura tres dias en morirse porque a los tres dias la bala encuentra el cerebro,0
3410, pero tú eres un poco zorra,1
3411,mi mejor amiga me defendió sin agredirle verbalmente él respondió con comentarios del estilo 'callate puta guarra zorra asquerosa',0
3412, eso es preciosa disfruta de mi erecta polla ven conmigo y te enseñaré a disfrutar más aun,0
3413,tras las acusaciones de violación y acoso sexual es golpeado en httpstcorrhexccmp,0
3414,la única misión de la izquierda europea socialdemócrata es la destruccion de europa por colapso económico por el gasto que suponen los fake refugees a españa le costará  millones d € al año los  negros q saltaron la valla ceuta   millones€ en gasto sanitario x virus httpstcotltkfml,1
3415,curso de árabe httpstcojppxcdxkfm,0
3416,soy tan hija de puta que estoy segura que el karma me va hacer mierda pero me la voy a fumar de callada ,0
3417, ya cállate pinche marrana ya corrieron a tu papá por tus pendejadas y sigues y sigues en tu puta vida entenderás la grandeza de este club,1
3418,hay algo perturbador cuando un científico y detrás todo un colectivo recurre al empirismo para demostrar que la inmigración ilegal es buena veremos los resultados del experimento a corto plazo siguiente parada reparto de menas a ccaa httpstcooshkdqvd,1
3419,ella puede subir lo que quiera si no te gusta simplemente ni la sigas y desde cuando una chica es puta simplemente por poners  aaaa que lindx si tienes razon no le hago caso jajdjs < httpstcovdolnikgz,0
3420,claro y tu eres un cerdo marico poceta la puta que te cago ten verguenza burrocerdo eres un pobre guebon que habla sin conocer el significado de las palabras puro caletre letrina eres tú httpstcoarqoapesbg,0
3421,porque meten los papeles del baño en una bolsa para después meter la bolsa a otra bolsa más grande pueden depositarlos en el escusado sin problema las plantas tratadoras y los químicos se encargan de deshacer el papel rapidísimo,0
3422, sobrevivir no es delito efectivamente no le es pero vender sin licencia sin cotizar sin papeles vender falsificaciones herir de gravedad a gente cuando salís corriendo comportarse con las normas de vuestros países ley de la selva sí que es delito httpstcokimuyh,1
3423,la conmovedora historia de los niños de combatientes de estado islámico varados en un orfanato de libia httpstcowwvnvflb emiratos árabes unidos eau bombardea a libia httpstcobykouqy,0
3424,no se porque no existe un control fronterizo con colombia radical transeúntes y autos transporte de todo tipo ademas todo colombiano indocumentado deportado basta carajo,0
3425,ah no podes ser tan hijo de re mil puta la re cajeta de tu madre pendejo del orto mereces ser torturado httpstcohktwimic,0
3426,si quieres delinquircobrar sin hacer nadasin papeles por ser de otra razavenid a españaa los españoles que nos jodannnnnnnnnnnnnnnnnneso no es racismo nosi se putea a un blanco,1
3427,dimisión ya httpstcofxwakysecg,0
3428,esta tarde estaba enseñándole los funkos nuevos a con la vitrina abierta y mi perra se ha estampado contra la puerta de cristal ,0
3429, por que no la salió del coño decirlo a quién has venido a juzgar a salma o al puto acosador,0
3430,emigran y de paso llegan exiguendo y el pueblo español trabajando para darles comida y cuando estos emigrante retribuirá l que les dan los izquierdistas quieren regalar europa a africanos y árabes el tiempo dará la razón,1
3431, cierto tú eres un hijo de puta más ratero y corrupto de este narcoestado y amlo es decente hasta la comparación ofende,0
3432,cuando publicas basicamente lo mismo pero sos una sudaca injunada  httpstcozmpbbhbdfq,0
3433,una mujer va a una biblioteca por favor los derechos de la mujer ¡ah sí por la sección de ciencia ficción,0
3434,hola has saltat ja la valla de  es x saber si et perdrem de vista ja ,0
3435, cállate perra hppp mamerta,1
3436,el que nos roba es de aquí y rico no inmigrante y pobre,0
3437,los subsaharianos conocedores de que nuestro sistema de pensiones está en riesgo se organizan para asaltar nuestra frontera y hacerse cargo de nuestras jubilaciones no temáis sólo vienen con el ánimo de hacer viables nuestros servicios sociales httpstcoxlbdhgdw,0
3438,no nada en la tele ni un partido de copa argentina en cancha de arsenal uno de sudaca fase vos de final encima vivimos en este pais de darmie con esta lluvia,0
3439, cállate pendeja tu papa vende perico es narco corrupto una escoria que va a pagar todo lo que ha hecho tu y todas las ratas socialistas,0
3440,con la canción de arabe me va a pasar lo mismo que con explota pero después no la voy a poder dejar de escuchar,0
3441,a los mexicanos que cruzaban a eeuu les llamaban espaldas mojadas a los guiris que vienen de veraneo a españa les llamamos espaldas quemadas,1
3442,una nueva película de wini pu  necesitamos que las bolsas de cereal traigan cierre ziploc no esas jaladas de osos mayates,0
3443, poreso es mejo perde la esperanza no vas a estar como con una persona pero to la alegria depende de tu coñopolla xd,0
3444,la gorda de mi trabajo a sus  años tuvo su primer novio jajajaja pobre del pendejo están invitados a mi boda amigos,0
3445, españoles viven en la calle y  millones viven en infraviviendas y chabolas mientras el gobierno socialista y las ong de izquierdas alojan a miles de inmigrantes ilegales negros y musulmanes en hostales pisos y hoteles,1
3446,y no minimizar acoso no hay que llegar al punto de una violacion para hacer algo httpstcojbljlkkx,0
3447,el biribiri de las estupidas adolescentes manipuladas por la aburre a la sociedad y enoja a los abusadores ,1
3448, oh dios callate la puta boca  susurro la pelirroja sin dejar de gemir en ningún momento ,0
3449,hoy mi plática con  mexas las migas la güera de dónde son de tepito y de dónde son los tacos ramiro y los de la suerte también de tepito y sonido pancho  made in tepito  entonces qué hace el resto del país buena pregunta sinceramente no sé,0
3450,lo que se consigue con empresarios canallas y masiva inmigración ilegal que permite bajada de sueldos y de derechos laborales por la enorme oferta de mano de obra barata y los políticos la mar de contentos httpstcoqrlargilbd,1
3451,en eeuu pusieron a los nenes inmigrantes en una jaula en venezuela a unos pibitos los pusieron a hacer el censo automotor en argentina te romantizan que un pibito hace la tarea mientras vende cosas en la calle httpstcovnqgvszbq,1
3452,las mujeres son muy simples sólo quieren que las trates bien les digas un te amo tengas detalles bonitos y les leas la puta mente,0
3453, sos un hijo de remil puta te mereces el peor cancer te pueda tocar ya te va a llegar,0
3454,me ha gustado un vídeo de httpstcoeqkzstnvy  la güera pachanguera,0
3455,maradona neta es un hijo de puta ya hiciste lo que hiciste en tu tiempo ya cállate la boca,0
3456,en méxico te puedes reír de los pobres ricos fresas prietos güeros pelones negros nacos ancianos y homosexualesah pero no se te ocurra reírte de un gordo porque se te va el  de la población encima es un crimen ofender a un gordo en un país de gordos,1
3457, los chinos tienen las mafias de los abastos y contrabandistas de mercancías los rusos drogas y trata de mujeres los africanos manteros e incursionan en drogas llega un hijo de emigrante español con título profesional con sus documentos y es un sudaca,1
3458,cali ciudad de inmigrantes httpstcotammojk,0
3459, tu eres mejor que esa escoria jejejejeje httpstcomelcqmsu,0
3460, eres un hijo e puta que te mereces lo mejor chido por ti felicidades perrón festejemos en grande con esta melodía httpstconlmylxyjkb,0
3461,el riesgo constante de acoso y violación para las niñas y adolescents migrantes y refugiadas se produce en toda su trayectoria por parte de agresores que incluyen proveedores de servicios y personas que deberían protegerlas httpstcomktjjwxgh httpstcodogysdfjsf,0
3462, callate q estas preso hijo de tu puta mae,0
3463,qué mierda cuando te dicen 'mereces más' sí puede ser que merezca más pero quiero que venga de vos no de otra persona la puta que te parió,0
3464,todos los jk esta con el cabello güero y yo sigo con el rojo porque soy único y detergente,0
3465, callate vos qué no me hablaste más puta,1
3466,cómo buen sudaca almeyda ya anda de puta ofreciéndose con los centruca espero que yon de luisa ya descarte por completo a ese pendejo,1
3467, tú eres gilipollas pava xdddddddddd si vas a casa de alguien no es su puta obligación hacerte comida distinta sabes nena que nadie es tu puto criado a ver si con el tiempo empiezas a darte cuenta de que la vida real no es twitter enga un be,0
3468, “puritanismo sexual” en pocas a catherine deneuve no le parece acoso que un imbécil te toque porque le gustas es un coqueteo tonto cien artistas e intelectuales francesas contra el “puritanismo” sexual  cultura  el país httpstcosdafnasj,0
3469, lq mujer es lesbiana puta,1
3470,partiendo de que toda generalización es mala estoy hasta los huevos de la actitud prepotente y exigente de muchos inmigrantes esta mañana dos cruzando alfonso el sabio por dónde querían y parando a los coches,1
3471,todos esos ãrabes son del barsa xd httpstcorpropeqrb,0
3472, lo que hace catherine millet es hablar sobre la violación y el acoso sexual con una ignorancia y una frivolidad pasmosas resulta repugnante y demuestra vivir fuera de la realidad enhorabuena por tu artículo yo te acoso,0
3473, cállate tú vende patria hijo de tu maldita perra madre q te trajo al mundo te hubieras ido con todo y placenta al infierno,1
3474,tengo una perra q es lo más ruidoso q existe cada día me ocupo d enseñarla intento q mis vecinos no vean interrumpida la paz d su hogar x los ladridos d mi perra en cambio a mis vecinos y sus fiestas 'te los comes con papas' tal cual httpstcoywkjiosf,0
3475,les arabes httpstcolesmjzmuz,0
3476,estos hombres tienen cuerpo de atletas no hay hambre en sus rostros ni cansancio estan bien si saben manejar como dañarrefugiados unos  migrantes subsaharianos acceden a ceuta tras saltar su vallado fronterizo httpstcohrazpuwi,0
3477,me fumo  hoy y quedo en las del machupichu jajaja,0
3478,esas jotillas ridículas de biografías pedorras de y fotos enseñando la panochita de perra sucia deberían adjuntarle jota inventada y posona pinches guangas,1
3479, callate hijo de puta pelotudo cómplice de la derecha llamaste a votar en blanco porque decías que eran lo mismo sorete acá tenés 'lo mismo' ahora forro,0
3480, cállate pendeja no pedi puta opinion de cagada gracias ,1
3481, cállate perra trolls forevaa,1
3482, maldito hijo de puta tu eres cómplice de toda esta vagabundería falso vendido arrastrado cierra ese pico que ya nadie te cree políticamente estás muerto basura,0
3483, siiii jajjajajajjajajaja yo te iba a enseñar pero vivís lejos nde puta,0
3484,decirle la verdad en la cara a un idiota y que esa verdad le duela tanto que llegue al punto de pegarte un puño es de las cosas más satisfactorias que hice esta semana ,0
3485, ah yo soy aki encantada fumiko comemela,0
3486,las organizaciones proponen un plan de reparto de los menores migrantes al resto de comunidades  sociedad  cadena ser httpstcoqgbnyklpo este lunes se reunirá la conferencia sectorial de inmigración con todas las comunidades autónomas para httpstcoqgbnyklpo,0
3487,padres indocumentados realizan huelga de hambre para exigir liberación httpstcosfpzvayxa httpstcorccvjpdv,0
3488, callate hijo de puta vee a lleida i me lo dices a la cara cerdo,0
3489, hola soy savic perdona pero tengo ni polla en tu culo y no la puedo sacar,0
3490,zidane eres un grandísimo hijo de la gran puta y benzema no mereces vestir un segundo más está camiseta ridículo ante un equipo patético,0
3491,la pelea entre mujeres son tan  cállate puta que tienes extensiones cállate tú maldita perra que tú broceado es más falso que tú,1
3492,la mujer es libre puede vestirse peinarse y comportarse como se le antoje y eso no te da derecho a llamarla 'puta',0
3493, jajajajajaj tú eres la puta juanito testraño,0
3494, marines siendo atacados por cientos de árabes malos hollywood ya me sé el final,0
3495, callate de una puta vez gilipollas a ti que cojones te importa lafgate para tu pais y dejanos en paz a la puta calle,0
3496,me cago en la puta alfred merecía ser favorito viva michael jackson eterno el rey alfred eres grande nene ,0
3497,“que tú eres perramiaumiaumiau” –valentina  añosmientras piensa para que nació jajsjajajajaja,1
3498, y tú eres un hijo de puta catalán,0
3499,en què se diferencia un hombre de una mujer en que el hombre es masculino la mujer masculona,0
3500,podría estar durmiendo placidamente ahora pero tengo que ir a árabe el amour,0
3501, si zoro es la polla no es culpa nuestra ,0
3502, tu calla que tu coño tiene hasta aparcacoches de lo guarra que eres,1
3503,mi madrecita me trajo unos tenis adidas del gabacho y están no mames súper hermosos ,0
3504, ojalá mandemos a áfrica cientos de barcos con esta gente y traigan indocumentados en su lugar,0
3505, pues comemela,0
3506,palestinos denuncian presión de eeuu contra refugiados httpstcohowrhwvqt httpstcophtzdl,0
3507,al psoe le interesa el votante inmigrante carece de memoria reciente sobre los logros de las políticas económicas socialistas en españa y de conocimiento sobre su implicación en sonoros casos de corrupción httpstcoesyslqxpvs,0
3508,que tan hijo de puta tenes que ser que tan enfermo tenes que estar para hacerle daño a un animal te mereces la peor de las muertes,0
3509, cállate vos perra inmunda te extraño cuando nos vemos,0
3510,bruselas teme que la inmigración desate en españa el populismo la xenofobia fomentada por la nueva dirección del pp y cs preocupa en la comisión europea en la coyuntura actual españa es una pieza fundamental para dar fuerza al bloque europeísta httpstcolswdqclvm,0
3511,arabe de papichamp ft ecko es un temazo desde el inicio pq el chabon arranca con un dimelo guacho,0
3512,ya callate puta perra me tienes cansado con tus pendejadas,1
3513,hola me dijeron que tu novia es una perra,1
3514, la puta madre mar me mori gracias te quiero < bue soy buena porque tu eres re linda persona y me agradas mucho aaay brent es un amor jsjs quiero hablarte pero a veces siento que te aburro  toy feliz eres la primera en hacerme esto ahre,0
3515,esperamos que se devuelvan a sus paises de origen a estos dictadores inadaptados árabes musulmanes esperando tb vuelvan a ser felices en sus paises de origen con sus fiestas religiones etc sin httpstcocpoddirn,1
3516, uy mejor me pongo a ver tu tw en vez de ver teresa tu eres la mas perra,1
3517, cállate perra que sos si me habré tenido que esperar que te arregles,1
3518, eres una perra muy puta mereces que te viole aquí tengo lo que necesitas puta,1
3519, de verdad q tu eres tremendo mamá huevo hijo e puta hipócrita q eres cómplice con fredy guevara de todo esto apoyando este maldito gobierno cabrón,0
3520,es como 'maldita sea cállate ese maldito hocico perra de mierda' httpstcocdcatxbnk,0
3521, sería un honor enseñarle a mi hija como ser una buena zorra,1
3522,visto el panorama los únicos que pueden echar cojones en la valla de ceuta son los taxistas portavoz de los taxistas ministro ya,0
3523,no le encuentro la puta gracia a los memes y videos con la canción de movimiento naranja todos mecos compartiendo esas tonterías ,0
3524,yoles iba a dar lo que piden pero en plomo y con ellos a los asesinos yanquis que perderían el culo por ir a defender al sátrapa y sus moromierdas y musulmonos httpstconismskuva,1
3525,faltas como la violación y el acoso deben castigarse pero las acusaciones contra supuestos abusadores está llevan a la imposición de un nuevo moralismo httpstcowdgzotkg,0
3526,no sé que onda mi perra se volvió muy callada ah que ni habla pero si se ve muy triste y ya ni nos hace caso lo único que hace es dormir,0
3527, ahora defiendes a la iglesia hijo de perra eres una mierda no mereces llamarte humano en que mala hora habras nacido,0
3528, cállate la puta boca paquete ,0
3529,te subis a un bondi y esta todo cerrado abran una ventana manga de bichos refugiados,1
3530,de donde salió este pendejo un reflejo de la escoria social que abunda por todos lados pinche imbécil httpstcoiuikdvda,0
3531,podéis pagar impuestos y no ser inmigrantes ilegales y ya si eso dejad de intentar apalizar a turistas y policías después de integraros entonces si podéis sindicaros httpstconweebfa,1
3532,son mentías preciosa tu siempre serás mi bebe tú eres mi gordita y el es mi perra httpstcotqplwsc,0
3533, cállate la puta madreee envía baila flor al ,0
3534,con consentimiento expresa este sr  es menor de edad directo a la carcel esto es acoso violación y penado httpstcoessazyp,0
